"","year","FIPS","state","killed_males","killed_females","killed_race_A","killed_race_B","killed_race_H","killed_race_N","killed_race_O","killed_race_W","killed_race_NA","killed_armed_blank","killed_armed_undetermined","killed_armed_yes","killed_armed_no","killed_signs_of_mental_illness_yes","killed_signs_of_mental_illness_no","killed_threat_level_attack","killed_threat_level_other","killed_threat_level_undetermined","killed_flee_blank","killed_flee_car","killed_flee_foot","killed_flee_other","killed_flee_no","body_camera_yes","body_camera_no","shootings_total"
"645","2016","18163","IN",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
"646","2016","19015","IA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"647","2016","19111","IA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"648","2016","19113","IA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"649","2016","19153","IA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"650","2016","19193","IA",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"651","2016","20007","KS",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"652","2016","20015","KS",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
"653","2016","20051","KS",2,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,1,0,0,2,0,0,0,0,2,2
"654","2016","20079","KS",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"655","2016","20091","KS",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"656","2016","20113","KS",1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1
"657","2016","20155","KS",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"658","2016","20173","KS",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
"659","2016","20177","KS",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"660","2016","21009","KY",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"661","2016","21017","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"662","2016","21059","KY",2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,2,2
"663","2016","21107","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"664","2016","21111","KY",2,0,0,1,0,0,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,2,1,1,2
"665","2016","21119","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"666","2016","21121","KY",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"667","2016","21125","KY",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1
"668","2016","21141","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"669","2016","21151","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"670","2016","21169","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"671","2016","21195","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"672","2016","21205","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"673","2016","21209","KY",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"674","2016","21211","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"675","2016","21227","KY",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
"676","2016","22011","LA",1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"677","2016","22033","LA",5,0,0,5,0,0,0,0,0,1,1,3,0,3,2,4,0,1,0,1,0,0,4,2,3,5
"678","2016","22045","LA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"679","2016","22047","LA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"680","2016","22051","LA",3,0,0,1,0,0,0,1,1,1,0,2,0,0,3,3,0,0,0,1,2,0,0,0,3,3
"681","2016","22057","LA",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
"682","2016","22063","LA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"683","2016","22071","LA",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"684","2016","22073","LA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"685","2016","22079","LA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"686","2016","22097","LA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"687","2016","22103","LA",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
"688","2016","22109","LA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
"689","2016","23003","ME",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"690","2016","23005","ME",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"691","2016","24005","MD",1,1,0,2,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,2,1,1,2
"692","2016","24015","MD",1,2,0,0,0,0,0,3,0,0,0,3,0,2,1,3,0,0,0,0,0,0,3,0,3,3
"693","2016","24025","MD",2,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,2,2
"694","2016","24033","MD",3,0,0,3,0,0,0,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,3,0,3,3
"695","2016","24035","MD",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"696","2016","24510","MD",4,0,0,4,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,4,0,4,4
"697","2016","25005","MA",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"698","2016","25009","MA",3,0,0,1,0,0,0,2,0,0,0,3,0,0,3,2,1,0,0,0,0,1,2,0,3,3
"699","2016","25013","MA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"700","2016","25017","MA",2,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,2,0,2,2
"701","2016","25021","MA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"702","2016","25025","MA",3,0,0,3,0,0,0,0,0,0,0,3,0,2,1,2,1,0,0,0,0,0,3,0,3,3
"703","2016","25027","MA",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"704","2016","26021","MI",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"705","2016","26075","MI",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"706","2016","26081","MI",2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,2,1,1,2
"707","2016","26097","MI",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"708","2016","26103","MI",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
"709","2016","26125","MI",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"710","2016","26149","MI",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"711","2016","26163","MI",3,1,0,1,1,0,0,2,0,0,0,4,0,1,3,3,1,0,0,1,0,1,2,0,4,4
"712","2016","27001","MN",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"713","2016","27013","MN",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
"714","2016","27037","MN",3,0,1,0,0,0,0,2,0,0,0,3,0,3,0,1,2,0,0,0,0,0,3,2,1,3
"715","2016","27041","MN",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"716","2016","27045","MN",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"717","2016","27051","MN",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"718","2016","27053","MN",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"719","2016","27123","MN",4,0,0,2,0,0,0,2,0,0,0,4,0,1,3,3,1,0,0,0,0,0,4,2,2,4
"720","2016","27145","MN",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"721","2016","28033","MS",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"722","2016","28035","MS",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"723","2016","28047","MS",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"724","2016","28059","MS",2,0,0,0,0,0,0,2,0,0,0,1,1,0,2,2,0,0,0,0,0,0,2,0,2,2
"725","2016","28081","MS",2,0,0,2,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,1,1,0,0,0,2,2
"726","2016","28141","MS",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"727","2016","29009","MO",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"728","2016","29037","MO",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"729","2016","29047","MO",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"730","2016","29055","MO",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"731","2016","29059","MO",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"732","2016","29077","MO",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"733","2016","29095","MO",8,0,0,2,1,0,0,5,0,1,0,7,0,2,6,5,3,0,0,2,1,0,5,0,8,8
"734","2016","29107","MO",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"735","2016","29161","MO",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"736","2016","29510","MO",5,0,0,5,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,1,1,2,1,0,5,5
"737","2016","30067","MT",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"738","2016","30071","MT",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"739","2016","30093","MT",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"740","2016","30111","MT",2,0,0,0,0,0,0,2,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,2,2
"741","2016","31025","NE",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
"742","2016","31055","NE",4,0,0,1,0,0,0,3,0,1,0,3,0,1,3,2,2,0,0,0,2,1,1,1,3,4
"743","2016","31109","NE",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"744","2016","31185","NE",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"745","2016","32003","NV",6,0,0,1,3,0,0,1,1,0,1,4,1,0,6,5,1,0,0,2,2,0,2,2,4,6
"746","2016","32019","NV",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"747","2016","32031","NV",6,0,0,1,4,0,0,1,0,2,2,2,0,2,4,2,2,2,0,3,1,0,2,0,6,6
"748","2016","32510","NV",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"749","2016","33011","NH",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
"750","2016","33019","NH",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"751","2016","34001","NJ",2,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,1,1,0,0,1,0,1,0,2,2
"752","2016","34011","NJ",2,0,0,1,0,0,0,1,0,0,0,2,0,0,2,1,1,0,0,0,2,0,0,0,2,2
"753","2016","34013","NJ",3,0,0,3,0,0,0,0,0,0,2,1,0,0,3,1,0,2,0,0,0,0,3,0,3,3
"754","2016","34029","NJ",3,0,1,0,0,0,0,1,1,0,0,3,0,1,2,0,3,0,0,0,1,0,2,1,2,3
"755","2016","34031","NJ",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"756","2016","34035","NJ",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"757","2016","35001","NM",6,1,0,0,5,0,0,2,0,0,0,7,0,2,5,7,0,0,0,3,1,0,3,3,4,7
"758","2016","35005","NM",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
"759","2016","35006","NM",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"760","2016","35013","NM",2,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,2,1,1,2
"761","2016","35015","NM",2,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,2,0,1,1,0,0,0,0,2,2
"762","2016","35017","NM",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"763","2016","35025","NM",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"764","2016","35027","NM",2,0,0,0,1,0,0,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,2,2
"765","2016","35031","NM",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"766","2016","35035","NM",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
"767","2016","35049","NM",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"768","2016","35053","NM",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"769","2016","36001","NY",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"770","2016","36005","NY",2,1,0,2,1,0,0,0,0,0,0,3,0,2,1,3,0,0,0,0,0,1,2,0,3,3
"771","2016","36029","NY",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"772","2016","36047","NY",3,0,0,3,0,0,0,0,0,0,0,3,0,1,2,3,0,0,0,0,1,0,2,0,3,3
"773","2016","36055","NY",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"774","2016","36061","NY",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"775","2016","36067","NY",1,1,0,2,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,2,2
"776","2016","36071","NY",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"777","2016","36081","NY",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"778","2016","36083","NY",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"779","2016","36093","NY",2,0,0,0,0,0,0,2,0,0,0,2,0,1,1,2,0,0,0,0,0,0,2,0,2,2
"780","2016","37007","NC",2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,2
"781","2016","37019","NC",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"782","2016","37021","NC",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"783","2016","37027","NC",2,0,0,0,0,0,0,2,0,0,1,1,0,0,2,1,0,1,0,0,1,0,1,1,1,2
"784","2016","37035","NC",2,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,2,0,0,1,0,0,1,0,2,2
"785","2016","37045","NC",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"786","2016","37051","NC",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
"787","2016","37063","NC",1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"788","2016","37081","NC",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
"789","2016","37089","NC",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"790","2016","37097","NC",2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,1,0,0,0,1,0,1,0,2,2
"791","2016","37107","NC",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"792","2016","37119","NC",7,0,1,5,0,0,0,1,0,0,0,6,1,1,6,3,3,1,0,1,0,0,6,3,4,7
"793","2016","37131","NC",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"794","2016","37155","NC",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"795","2016","37157","NC",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
"796","2016","37159","NC",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"797","2016","37161","NC",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"798","2016","37163","NC",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"799","2016","37183","NC",2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,0,2,2
"800","2016","37193","NC",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"801","2016","38015","ND",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
"802","2016","39007","OH",2,0,0,0,0,0,0,2,0,1,0,1,0,0,2,1,1,0,0,2,0,0,0,0,2,2
"803","2016","39017","OH",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"804","2016","39035","OH",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"805","2016","39049","OH",7,0,0,6,0,0,1,0,0,0,0,7,0,0,7,3,3,1,1,1,2,1,2,0,7,7
"806","2016","39057","OH",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"807","2016","39061","OH",3,0,0,2,0,0,0,1,0,0,0,3,0,2,1,2,1,0,0,0,1,1,1,0,3,3
"808","2016","39079","OH",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"809","2016","39085","OH",2,0,0,0,0,0,0,2,0,1,0,1,0,0,2,1,0,1,0,1,0,0,1,0,2,2
"810","2016","39095","OH",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"811","2016","39113","OH",0,2,0,1,0,0,0,1,0,0,0,2,0,0,2,1,1,0,0,1,0,1,0,0,2,2
"812","2016","39117","OH",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"813","2016","39129","OH",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"814","2016","39153","OH",2,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,1,0,1,0,2,2
"815","2016","39171","OH",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"816","2016","40021","OK",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
"817","2016","40027","OK",2,0,0,0,2,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,1,1,0,2,2
"818","2016","40031","OK",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"819","2016","40043","OK",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"820","2016","40051","OK",2,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,1,0,0,0,0,0,2,2,0,2
"821","2016","40063","OK",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"822","2016","40071","OK",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"823","2016","40089","OK",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"824","2016","40091","OK",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
"825","2016","40107","OK",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"826","2016","40109","OK",2,0,0,1,0,0,0,1,0,0,0,2,0,1,1,1,1,0,0,0,1,0,1,1,1,2
"827","2016","40111","OK",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"828","2016","40123","OK",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
"829","2016","40143","OK",7,0,0,1,1,0,0,5,0,1,0,5,1,2,5,4,3,0,1,1,0,0,5,0,7,7
"830","2016","40145","OK",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
"831","2016","40147","OK",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
"832","2016","40149","OK",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"833","2016","41005","OR",2,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,1,0,0,0,0,0,2,0,2,2
"834","2016","41007","OR",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"835","2016","41017","OR",2,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,1,1,0,0,0,0,2,0,2,2
"836","2016","41025","OR",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"837","2016","41029","OR",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"838","2016","41033","OR",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
"839","2016","41051","OR",2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,1,0,0,0,0,0,2,0,2,2
"840","2016","41053","OR",2,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,0,1,1,0,0,0,1,0,2,2
"841","2016","41067","OR",3,0,0,0,0,0,0,3,0,0,0,3,0,1,2,2,1,0,0,1,0,0,2,0,3,3
"842","2016","42003","PA",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"843","2016","42021","PA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"844","2016","42037","PA",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"845","2016","42043","PA",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"846","2016","42045","PA",3,0,0,2,0,0,0,1,0,0,0,3,0,1,2,2,1,0,0,1,0,0,2,0,3,3
"847","2016","42055","PA",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"848","2016","42057","PA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"849","2016","42061","PA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"850","2016","42095","PA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"851","2016","42099","PA",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
"852","2016","42101","PA",6,0,0,5,0,0,0,1,0,1,0,4,1,0,6,5,1,0,0,0,2,1,3,0,6,6
"853","2016","42125","PA",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"854","2016","42129","PA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
"855","2016","42133","PA",2,0,0,1,0,0,0,1,0,1,0,1,0,0,2,1,1,0,1,1,0,0,0,0,2,2
"856","2016","44005","RI",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"857","2016","44007","RI",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"858","2016","45003","SC",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
