"","year","FIPS","state","killed_males","killed_females","killed_race_A","killed_race_B","killed_race_H","killed_race_N","killed_race_O","killed_race_W","killed_race_NA","killed_armed_blank","killed_armed_undetermined","killed_armed_yes","killed_armed_no","killed_signs_of_mental_illness_yes","killed_signs_of_mental_illness_no","killed_threat_level_attack","killed_threat_level_other","killed_threat_level_undetermined","killed_flee_blank","killed_flee_car","killed_flee_foot","killed_flee_other","killed_flee_no","body_camera_yes","body_camera_no","shootings_total"
"1","2015","01003","AL",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"2","2015","01021","AL",0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"3","2015","01033","AL",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
"4","2015","01035","AL",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"5","2015","01039","AL",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"6","2015","01043","AL",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"7","2015","01051","AL",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"8","2015","01073","AL",3,0,0,2,0,0,0,1,0,0,0,3,0,2,1,3,0,0,0,0,0,0,3,0,3,3
"9","2015","01079","AL",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
"10","2015","01081","AL",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
"11","2015","01089","AL",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"12","2015","01121","AL",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
"13","2015","01123","AL",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
"14","2015","01125","AL",1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1
"15","2015","01129","AL",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
"16","2015","02020","AK",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"17","2015","02090","AK",2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,0,1,0,2,2
"18","2015","02122","AK",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"19","2015","04001","AZ",3,0,0,0,0,1,0,2,0,0,0,3,0,0,3,3,0,0,0,2,0,0,1,0,3,3
"20","2015","04003","AZ",2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,1,1,0,0,1,0,0,1,0,2,2
"21","2015","04011","AZ",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"22","2015","04012","AZ",0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"23","2015","04013","AZ",21,1,0,1,6,1,0,14,0,3,0,18,1,8,14,12,10,0,0,3,1,0,18,1,21,22
"24","2015","04015","AZ",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"25","2015","04019","AZ",4,1,0,0,3,0,0,2,0,0,0,4,1,0,5,4,1,0,0,0,0,0,5,0,5,5
"26","2015","04021","AZ",3,0,0,0,1,0,0,2,0,0,0,3,0,2,1,2,1,0,0,0,0,0,3,0,3,3
"27","2015","04025","AZ",4,0,0,0,0,0,0,4,0,0,0,3,1,1,3,4,0,0,0,0,1,0,3,1,3,4
"28","2015","05031","AR",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"29","2015","05085","AR",2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,2,2
"30","2015","05093","AR",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"31","2015","05139","AR",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
"32","2015","06001","CA",8,1,0,6,0,0,1,1,1,0,0,8,1,0,9,7,2,0,0,2,1,0,6,3,6,9
"33","2015","06007","CA",2,0,0,0,1,0,0,1,0,0,0,1,1,0,2,1,1,0,0,1,0,0,1,1,1,2
"34","2015","06013","CA",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"35","2015","06017","CA",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
"36","2015","06019","CA",5,0,0,0,3,0,0,2,0,0,0,4,1,3,2,4,1,0,0,0,1,0,4,3,2,5
"37","2015","06023","CA",2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,1,0,0,1,0,2,2
"38","2015","06025","CA",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
"39","2015","06029","CA",11,0,0,1,6,0,0,4,0,1,0,10,0,1,10,7,3,1,0,2,1,0,8,0,11,11
"40","2015","06031","CA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"41","2015","06037","CA",43,2,4,10,23,0,1,6,1,4,1,31,9,8,37,29,14,2,0,3,3,2,37,4,41,45
"42","2015","06039","CA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"43","2015","06047","CA",2,1,0,0,1,0,1,0,1,0,0,3,0,1,2,2,1,0,0,1,1,0,1,0,3,3
"44","2015","06053","CA",5,1,0,0,1,0,0,3,2,0,0,6,0,1,5,6,0,0,0,0,1,0,5,0,6,6
"45","2015","06055","CA",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
"46","2015","06059","CA",6,1,0,2,3,0,0,2,0,0,1,5,1,3,4,3,3,1,0,0,0,0,7,3,4,7
"47","2015","06061","CA",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"48","2015","06065","CA",13,1,0,2,8,0,0,3,1,1,2,11,0,1,13,9,3,2,1,2,0,0,11,0,14,14
"49","2015","06067","CA",5,0,0,1,3,0,0,1,0,0,0,4,1,1,4,4,0,1,0,2,0,0,3,0,5,5
"50","2015","06071","CA",20,1,0,1,7,0,2,9,2,3,1,15,2,12,9,13,6,2,1,7,0,1,12,1,20,21
"51","2015","06073","CA",11,0,1,2,2,0,1,5,0,0,1,7,3,5,6,5,6,0,0,0,2,0,9,5,6,11
"52","2015","06075","CA",5,1,0,1,3,0,0,2,0,0,0,6,0,2,4,3,3,0,0,0,0,0,6,0,6,6
"53","2015","06077","CA",5,0,2,0,1,0,0,2,0,1,0,4,0,1,4,5,0,0,0,1,1,0,3,0,5,5
"54","2015","06083","CA",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"55","2015","06085","CA",12,0,1,4,5,0,0,2,0,0,1,10,1,4,8,6,5,1,1,0,2,0,9,1,11,12
"56","2015","06087","CA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"57","2015","06089","CA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"58","2015","06093","CA",2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,2,0,0,0,0,2,2
"59","2015","06095","CA",2,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,2,2
"60","2015","06097","CA",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"61","2015","06099","CA",2,0,0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,1,1,0,2,2
"62","2015","06103","CA",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"63","2015","06107","CA",4,0,0,1,3,0,0,0,0,0,0,3,1,1,3,3,1,0,0,1,0,0,3,0,4,4
"64","2015","06111","CA",1,1,0,1,0,0,0,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,2,2
"65","2015","06115","CA",2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,2,2
"66","2015","08001","CO",2,0,0,1,1,0,0,0,0,1,0,1,0,0,2,1,1,0,0,1,0,0,1,0,2,2
"67","2015","08005","CO",4,0,1,1,1,0,0,0,1,1,0,3,0,0,4,4,0,0,1,2,0,0,1,0,4,4
"68","2015","08013","CO",3,0,1,0,0,0,0,2,0,0,0,3,0,0,3,2,1,0,0,1,0,0,2,0,3,3
"69","2015","08031","CO",6,1,0,2,4,1,0,0,0,0,0,6,1,1,6,4,2,1,0,1,2,0,4,0,7,7
"70","2015","08041","CO",3,0,0,0,0,0,0,3,0,0,0,3,0,1,2,3,0,0,0,0,0,0,3,0,3,3
"71","2015","08043","CO",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"72","2015","08045","CO",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
"73","2015","08069","CO",2,0,0,0,0,0,0,2,0,0,0,2,0,1,1,2,0,0,0,0,1,0,1,0,2,2
"74","2015","08071","CO",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
"75","2015","08077","CO",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"76","2015","08081","CO",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"77","2015","08101","CO",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"78","2015","08123","CO",2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,2,2
"79","2015","09007","CT",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"80","2015","09013","CT",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"81","2015","10001","DE",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"82","2015","10003","DE",2,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,2,2
"83","2015","11001","DC",3,1,0,4,0,0,0,0,0,0,0,3,1,1,3,2,2,0,0,1,0,0,3,0,4,4
"84","2015","12001","FL",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"85","2015","12005","FL",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"86","2015","12009","FL",4,0,0,1,0,0,0,3,0,0,0,4,0,1,3,4,0,0,0,0,0,0,4,0,4,4
"87","2015","12011","FL",5,0,0,4,0,0,0,1,0,1,0,3,1,0,5,3,2,0,0,1,0,0,4,0,5,5
"88","2015","12021","FL",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
"89","2015","12029","FL",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"90","2015","12031","FL",5,0,0,4,0,0,0,1,0,0,0,4,1,1,4,4,1,0,0,1,2,0,2,0,5,5
"91","2015","12053","FL",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
"92","2015","12057","FL",3,0,0,0,0,0,1,2,0,0,0,2,1,0,3,3,0,0,0,0,1,0,2,0,3,3
"93","2015","12069","FL",2,0,0,1,0,0,0,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,2,2
"94","2015","12071","FL",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"95","2015","12073","FL",2,0,0,1,0,0,0,1,0,0,0,1,1,0,2,2,0,0,0,0,0,0,2,0,2,2
"96","2015","12081","FL",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
"97","2015","12086","FL",14,0,0,7,5,0,0,2,0,0,1,11,2,3,11,8,4,2,0,3,3,0,8,1,13,14
"98","2015","12091","FL",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"99","2015","12095","FL",3,0,0,1,1,0,0,1,0,0,0,2,1,0,3,3,0,0,0,0,1,0,2,0,3,3
"100","2015","12099","FL",2,0,0,1,1,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,2,0,2,2
"101","2015","12103","FL",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"102","2015","12105","FL",2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,2,0,0,0,2,2
"103","2015","12107","FL",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"104","2015","12109","FL",2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1,1,0,0,0,0,0,2,0,2,2
"105","2015","12111","FL",2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,2,0,2,2
"106","2015","12113","FL",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"107","2015","12115","FL",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"108","2015","12127","FL",3,0,0,0,0,0,0,3,0,0,0,2,1,0,3,2,1,0,0,0,0,0,3,0,3,3
"109","2015","13013","GA",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"110","2015","13015","GA",2,0,0,0,0,0,0,2,0,0,0,1,1,0,2,1,1,0,0,0,0,0,2,0,2,2
"111","2015","13045","GA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"112","2015","13051","GA",2,0,0,1,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,2,0,2
"113","2015","13067","GA",2,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,2,0,0,1,0,0,1,1,1,2
"114","2015","13069","GA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"115","2015","13087","GA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"116","2015","13089","GA",2,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,2,2
"117","2015","13097","GA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"118","2015","13099","GA",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
"119","2015","13103","GA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"120","2015","13121","GA",1,1,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,0,1,0,2,2
"121","2015","13135","GA",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"122","2015","13137","GA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"123","2015","13185","GA",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"124","2015","13217","GA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"125","2015","13223","GA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"126","2015","13227","GA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"127","2015","13237","GA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"128","2015","13245","GA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"129","2015","13295","GA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"130","2015","13305","GA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"131","2015","13313","GA",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"132","2015","13321","GA",0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"133","2015","15003","HI",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"134","2015","15009","HI",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"135","2015","16001","ID",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"136","2015","16003","ID",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"137","2015","16017","ID",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"138","2015","16027","ID",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"139","2015","16051","ID",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"140","2015","16065","ID",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"141","2015","16073","ID",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"142","2015","17019","IL",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1
"143","2015","17031","IL",10,1,0,9,1,0,0,1,0,0,0,9,2,1,10,7,2,2,1,1,4,0,5,0,11,11
"144","2015","17041","IL",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"145","2015","17043","IL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"146","2015","17097","IL",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"147","2015","17119","IL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"148","2015","17127","IL",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"149","2015","17161","IL",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"150","2015","17197","IL",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"151","2015","17199","IL",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"152","2015","17201","IL",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"153","2015","18003","IN",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"154","2015","18021","IN",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"155","2015","18035","IN",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"156","2015","18067","IN",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"157","2015","18077","IN",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
"158","2015","18097","IN",10,0,0,5,0,0,0,4,1,1,0,8,1,3,7,9,1,0,0,1,2,0,7,1,9,10
"159","2015","18117","IN",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"160","2015","18145","IN",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"161","2015","18167","IN",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
"162","2015","18181","IN",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"163","2015","19057","IA",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1
"164","2015","19113","IA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"165","2015","19153","IA",2,0,0,0,0,0,0,2,0,0,0,1,1,0,2,1,1,0,0,2,0,0,0,0,2,2
"166","2015","19183","IA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"167","2015","20091","KS",0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"168","2015","20155","KS",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"169","2015","20169","KS",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"170","2015","20173","KS",2,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,1,0,0,1,0,0,1,0,2,2
"171","2015","20177","KS",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"172","2015","20193","KS",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"173","2015","20209","KS",2,0,0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,0,1,0,1,0,0,2,2
"174","2015","21033","KY",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"175","2015","21057","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"176","2015","21059","KY",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"177","2015","21085","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"178","2015","21093","KY",2,0,0,1,0,0,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,2,0,2,2
"179","2015","21111","KY",3,0,0,1,0,0,0,2,0,0,0,3,0,0,3,2,1,0,0,0,0,0,3,0,3,3
"180","2015","21113","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"181","2015","21117","KY",2,0,0,0,1,0,0,0,1,0,0,2,0,0,2,2,0,0,0,0,0,0,2,1,1,2
"182","2015","21119","KY",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"183","2015","21153","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"184","2015","21193","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"185","2015","21203","KY",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"186","2015","22009","LA",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
"187","2015","22015","LA",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"188","2015","22017","LA",3,0,0,3,0,0,0,0,0,0,0,3,0,1,2,3,0,0,0,1,0,0,2,0,3,3
"189","2015","22019","LA",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"190","2015","22033","LA",3,0,0,2,0,0,0,0,1,0,0,3,0,1,2,3,0,0,0,0,0,0,3,0,3,3
"191","2015","22039","LA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"192","2015","22041","LA",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"193","2015","22051","LA",3,0,0,3,0,0,0,0,0,0,0,3,0,1,2,3,0,0,0,0,1,0,2,0,3,3
"194","2015","22063","LA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
"195","2015","22071","LA",4,0,0,3,0,0,0,1,0,0,0,4,0,1,3,4,0,0,0,1,1,0,2,3,1,4
"196","2015","22079","LA",2,0,0,1,0,0,0,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,2,2
"197","2015","22087","LA",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"198","2015","22099","LA",1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1
"199","2015","22101","LA",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"200","2015","22103","LA",2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,1,0,0,1,0,2,2
"201","2015","22109","LA",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
"202","2015","23003","ME",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
"203","2015","23019","ME",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"204","2015","24003","MD",0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
"205","2015","24005","MD",5,0,0,3,0,0,0,2,0,0,0,3,2,4,1,1,4,0,0,1,1,0,3,0,5,5
"206","2015","24015","MD",2,0,0,1,0,0,0,1,0,2,0,0,0,0,2,1,1,0,0,1,0,0,1,0,2,2
"207","2015","24021","MD",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"208","2015","24027","MD",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"209","2015","24033","MD",2,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,2,2
"210","2015","24045","MD",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"211","2015","24510","MD",2,0,0,2,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,2,2
"212","2015","25009","MA",2,0,0,0,1,0,0,1,0,2,0,0,0,1,1,2,0,0,0,0,0,0,2,0,2,2
"213","2015","25017","MA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"214","2015","25021","MA",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
